gene	gene_pval_positive	ngrna_lfc_positive	fdr_gene_positive	gene_lfc_positive	gene_pval_negative	ngrna_lfc_negative	fdr_gene_negative	gene_lfc_negative
accA					2.6248429369329563e-62	12.0	5.1120102884483506e-61	-7.332996409609044
accB					4.94019294922372e-59	7.0	8.801518648998135e-58	-5.42294596614929
accC	0.47169322188477847	7.0	0.8721073638163384		8.877555874725335e-86	18.0	3.8758823615696437e-84	-7.933446756419908
accD					1.310140342192691e-28	7.0	8.53309439267469e-28	-6.416677338787576
aceA	7.480444521380644e-05	21.0	0.0012014886817674343	0.4412353424715403	2.523297251455453e-22	12.0	1.2952273876011e-21	-1.7061268345728262
aceB	0.452995622001338	24.0	0.8504290104238683	0.5477082762886208	4.064875950061706e-28	13.0	2.6047987338056706e-27	-2.4273186640901887
aceE	0.10302441372594213	9.0	0.30270648296412567	0.5816937284446846	6.022965623371677e-43	29.0	6.573967698257053e-42	-2.3080501373827125
aceF	0.8813347573863753	10.0	0.9994630414401307		6.325602011690707e-38	28.0	5.764132291845682e-37	-2.940514510762915
aceK	0.12113755605859919	27.0	0.3391909922947467	0.33441752307817857	2.7243311539527135e-13	8.0	9.477905144180501e-13	-4.156016710431564
ackA					4.771361821423069e-31	22.0	3.403343001169453e-30	-2.630156463074732
acnA	0.024460531760053687	29.0	0.11062509323231697	0.5249135888582869	6.967938631725581e-72	21.0	1.9092151850928093e-70	-2.367388982336161
acnB	0.8449366000629461	14.0	0.9994630414401307		5.63318955795816e-111	46.0	5.20480514273669e-109	-3.189330650527136
acpH	0.9790864814254329	7.0	0.9994630414401307		0.35547042056886563	7.0	0.48448850117327724	
acpP					3.9490215040793466e-26	2.0	2.3557751404965834e-25	-4.520648663773752
acpS	0.86247625717462	2.0	0.9994630414401307		1.0010831850544665e-18	2.0	4.524804885348573e-18	-5.39679393472931
acpT	0.9694016243642368	9.0	0.9994630414401307		2.7729797107596613e-25	3.0	1.6013151730883915e-24	-2.110439756976352
acrA					2.124197566198203e-25	16.0	1.2374540953820323e-24	-1.7295790624835718
acrB	0.9878918221774485	5.0	0.9994630414401307		1.6520904740175872e-31	60.0	1.193410082413068e-30	-1.6888567925840157
acrD	0.05588429504144318	24.0	0.1993751403535217	0.4366344052633644	1.9645748216879368e-22	43.0	1.0136695800735288e-21	-1.6784590465473077
acrE	0.5393698143853553	14.0	0.9339664532147479		4.2588258671843474e-19	8.0	1.9561058000373885e-18	-2.003229608428442
acrF	0.3465495732742053	39.0	0.717466860299223	0.38378350866638494	7.074774572346405e-16	31.0	2.7996094995948468e-15	-2.9005625459500783
acrR	0.9457064742071868	3.0	0.9994630414401307		0.0009932503212957495	4.0	0.0019315631554126347	-1.2829400897013727
acrZ	0.22896013957567746	3.0	0.5394562093129976		0.6160443945359833	2.0	0.7812142928475778	
acs	0.021167690236629864	35.0	0.1000211803796203	0.2963602947748152	1.546913804700596e-10	13.0	4.677236336434908e-10	-1.2025523744804434
actP	0.005302199479116626	23.0	0.03586565782840934	0.4511635131523873	3.2929830688054344e-44	24.0	3.706238451094615e-43	-2.141717081408233
ada	0.940895962715348	16.0	0.9994630414401307		0.7797468294054053	6.0	0.9410492567520278	
add	0.25574208692618317	16.0	0.5840616531731381	0.49400309061412306	2.283179991151541e-32	15.0	1.7083002080687518e-31	-4.485193216514052
adeD	0.7430800799761408	19.0	0.9994630414401307		0.0023718020834844924	26.0	0.004426101304689473	-1.708418570915548
adeP	0.9595436667680021	15.0	0.9994630414401307		0.5438912329727383	8.0	0.7015843729223017	
adeQ	0.6990328585180614	15.0	0.9994630414401307		8.882398036150252e-05	11.0	0.0001904466670136263	-4.183091897699571
adhE	0.1487050250151536	24.0	0.39348861873501323	0.6112408121280123	1.058578114834743e-12	25.0	3.5793454044582412e-12	-1.750951265365718
adhP	0.8563018783573272	12.0	0.9994630414401307		0.2717237728110172	5.0	0.3817392324533844	
adiA	0.0009795748968450873	21.0	0.009558202055965938	0.6297572311387756	1.1084467203815e-13	21.0	3.9603046943126795e-13	-3.933691080257726
adiC	0.3997061396178282	30.0	0.7857368011277508	0.4342679138001448	0.07681354519938745	14.0	0.1187874789052823	-0.7237327893305477
adiY					0.05591524022362128	4.0	0.08847122636736254	-0.9583144001901654
adk	0.2641632329679435	2.0	0.5970058472923471		5.315881574956216e-56	9.0	8.447998998920417e-55	-5.204692639844461
adrA	0.26910490416978655	14.0	0.6029371073333392	0.5205684681039564	0.2260783115529721	7.0	0.3228645333572818	-1.2746696297877609
aegA	0.5878639151913232	23.0	0.9838780389930137	0.34113459227783477	0.9971404124017542	12.0	0.9995334312006408	
aer	0.0005923364322098731	17.0	0.00645779076791937	0.3867466531785295	7.919081011898421e-11	12.0	2.4314149041941595e-10	-6.52462445143002
aes	0.9512126277186048	12.0	0.9994630414401307		0.9610602325654506	5.0	0.9995334312006408	
afuB	0.00015100230792555524	6.0	0.0021747675565809673	0.5715566091864072				-1.1291247231189785
afuC	1.9118335176448781e-07	14.0	1.4079030602581055e-05	0.47708959444441124	0.0015191479808904487	10.0	0.002911517090244936	-0.822331295705227
agaA	0.009732390368100243	3.0	0.05646517368552705	0.5477631675208073	9.470307573721566e-20	9.0	4.511454675107408e-19	-1.6819500846093136
agaB	0.9511350579691881	3.0	0.9994630414401307					
agaC	0.21330498971107636	5.0	0.5139070215076118	0.47323548286334555	4.060166210695107e-08	7.0	1.0840752926808912e-07	-1.2150885980670079
agaD	0.22549306645349773	9.0	0.5333935990109101	0.2930893969898515	0.706085490014877	5.0	0.8750086250246744	
agaI	0.7422631159038675	8.0	0.9994630414401307		0.876993799001895	5.0	0.9995334312006408	
agaR	0.32497940439551765	5.0	0.6857682304321485		1.1706150304962661e-64	9.0	2.487087441797682e-63	-3.5376109121653876
agaS	0.037783873058660045	15.0	0.15063832591871748	0.37915124408048606	0.1113995471846992	11.0	0.1674575864414718	-0.6363597084639224
agaV	0.9326405779903288	6.0	0.9994630414401307		0.09501499955022553	7.0	0.14502289405034424	-0.593854577282565
agaW	0.021355957775157225	6.0	0.10060857363397131	0.7312245400963172	0.40513109867607844	4.0	0.5432284357205737	
agp	0.9873390439909162	6.0	0.9994630414401307		0.32759724150523245	9.0	0.4514546793271899	-1.557069144503465
agrB					3.6543542672510067e-06	2.0	8.545467630246175e-06	-1.0146856235426758
ahpC	0.6595815407443771	4.0	0.9994630414401307		0.03600453648377841	11.0	0.058409972825664194	-0.9115577040130415
ahpF	0.017907547261400772	11.0	0.08845040672109039	0.3442662206971315	9.444906143243326e-23	14.0	4.930960855073027e-22	-6.567132994116822
ahr	0.6821781171534362	11.0	0.9994630414401307		0.1539695220706007	7.0	0.22664724386309618	-1.1033586424017328
aidB	0.024129461717482165	23.0	0.10963595935195913	0.462331824538635	0.020782978923069635	18.0	0.03481061351659176	-6.093033445333232
ais	0.9390011777864268	6.0	0.9994630414401307		0.9947257427343368	5.0	0.9995334312006408	
alaA	0.9658537550566785	11.0	0.9994630414401307		0.9842010932459715	4.0	0.9995334312006408	
alaC	0.3340714379322215	17.0	0.6998969901340175	0.2859396672928213	3.4112047841727545e-13	10.0	1.1784970963059439e-12	-3.944043154827286
alaE	0.6877635361980959	8.0	0.9994630414401307		0.4243172207691286	4.0	0.5664691929152379	
alaS					9.525383238092404e-74	41.0	2.8669960306773577e-72	-4.8533319404013175
alaT					0.0008643087413053283	2.0	0.001690742801184672	-9.85305491659276
alaU					0.0012961829354907826	3.0	0.0024998712634489704	-9.85305491659276
alaV					0.0008643087413053283	2.0	0.001690742801184672	-9.85305491659276
alaW								-3.190912275345109
aldA	0.03569357207864168	19.0	0.14557159020160762	0.4588818826197198	2.819242385387372e-45	16.0	3.3138609459006004e-44	-1.9490582372168224
aldB	0.08027599587298923	14.0	0.2543159187437313	0.488400480929679	0.9709246058434343	20.0	0.9995334312006408	
alkA	0.07170959448706636	11.0	0.23483441501978364	0.5834773278839598	0.9752720533807993	8.0	0.9995334312006408	
alkB	0.5628633735037869	11.0	0.9555701377926403		0.1290248466863726	4.0	0.19206283847319533	-0.598889080700921
allA	0.6448433356705441	2.0	0.9994630414401307		0.7251419589442057	5.0	0.8936070108205116	
allB	0.06662809772850715	8.0	0.22515105232412416	0.6391672978885732	4.4115993791208523e-07	13.0	1.104428754457917e-06	-0.9148470848360617
allC	0.04941902064432551	16.0	0.1830004151563591	0.5611642398863278	0.21934413147830764	10.0	0.31381139156043075	-1.0660825632009714
allD	0.17606564050900092	17.0	0.4470944664324207	0.4107446823915226	0.4818892526571007	10.0	0.6310303232718066	
allE	0.5896853304504585	13.0	0.9844062637930451		0.7406443053477072	8.0	0.9082036497365558	
allR	2.6800626674876493e-06	10.0	9.057127587894496e-05	0.4767009805120743	1.915492122528434e-08	11.0	5.230412510519222e-08	-1.0487316852236857
allS	0.9550350693101495	16.0	0.9994630414401307		9.101451480474629e-15	8.0	3.388947210114873e-14	-2.7750734747803265
alpA	2.2416348304575195e-07	4.0	1.6199839630189833e-05	0.46574007126080263				
alr	0.35616049438072944	16.0	0.7277981201926633	0.5495927425209005	8.722790814805837e-10	10.0	2.546337098253019e-09	-2.9404845120399665
alsA	0.9981405897448754	11.0	0.9994630414401307		0.01581276010452751	12.0	0.02675642925693688	-1.3814044339139504
alsB	0.1129639563575355	14.0	0.32300243345308505	0.43301108427830626	2.7691418027126527e-18	5.0	1.2265106334645897e-17	-4.112514006586636
alsC	0.2211759551938992	10.0	0.5270145012953532	0.3230194076041731	0.992143836060341	9.0	0.9995334312006408	
alsE	0.008571800558569653	11.0	0.05123390134777543	0.43187148352473753	0.0938589271333044	3.0	0.14345113649026514	-1.3896111876765593
alsK	0.011518312258817822	11.0	0.06403984721676062	0.4134812131264938	2.86608860874305e-10	14.0	8.548776308210314e-10	-1.620632638344345
alx	0.9731625437920018	13.0	0.9994630414401307		0.97732912595149	7.0	0.9995334312006408	
amiA	0.07980165451959313	15.0	0.2531551279339588	0.3759248874286927	0.9198557818135408	5.0	0.9995334312006408	
amiB	0.2051932779346436	18.0	0.5011698146301089	0.40565510834307983	8.487608786166721e-10	11.0	2.479505125547087e-09	-2.5430875833366047
amiC	0.6805219501518127	15.0	0.9994630414401307		7.795525311686734e-06	12.0	1.783052507963811e-05	-0.8972533355290968
amiD	0.05129389838441233	13.0	0.1879813008397759	0.41282236855582444	0.7410794541075861	5.0	0.908456856269497	
amn	0.9023297824547165	13.0	0.9994630414401307		0.00457727089700563	10.0	0.008258627281472919	-0.9541427494369159
ampC	0.002638234521488704	9.0	0.020676765737691588	0.5113448250294889	0.04882001922634521	12.0	0.07794980887198039	-1.1863722688194513
ampD	0.8440563508905348	8.0	0.9994630414401307		7.829264962247733e-12	4.0	2.5330349914503455e-11	-4.067384677596743
ampE	0.3757668760606287	6.0	0.7540453045062384		0.00398141502076696	4.0	0.007232812929815789	-0.45741356500731967
ampG	0.457610143307161	13.0	0.8543827537684325	0.2754554290367053	1.1817505369470594e-33	18.0	9.446870992536553e-33	-1.9375486188818292
ampH	0.7265569823844704	19.0	0.9994630414401307		0.06461761262350295	7.0	0.10111294799258654	-5.311337337224975
amtB	0.36366829050458876	24.0	0.7358202891858009	0.3651921936611101	0.09751142563809193	10.0	0.1486048692213806	-0.9318124091143669
amyA	0.9918618922940309	18.0	0.9994630414401307		0.0743950200681235	11.0	0.11532244039432488	-1.5401825202489492
anmK	0.5976247735094724	8.0	0.9921435521086647		7.97121880183964e-34	8.0	6.423864563835474e-33	-2.133543578268814
ansA	0.7181305357541103	11.0	0.9994630414401307		0.033083291107893584	7.0	0.05393513154356225	-2.0049114621866306
ansB	0.046211540280229974	7.0	0.17545101334021165	0.5151431307243214	0.2268701971428741	11.0	0.3237197811347489	-0.6822682050056025
ansP	0.0028051268196151915	15.0	0.021853113726463258	0.5630139091456771	0.0012060623546869594	12.0	0.0023339920775310714	-1.3218802652305985
apaG	0.9310490138983779	5.0	0.9994630414401307		2.776317138940965e-34	7.0	2.2696106981507105e-33	-1.0136943292330893
apaH	0.9752720533807993	9.0	0.9994630414401307		4.546299623345753e-25	14.0	2.61018040513767e-24	-1.8766846673795858
apbE	0.9658741457766727	14.0	0.9994630414401307		0.09812535510663445	10.0	0.14948314257617282	-1.4857953125849648
aphA	0.9498253990309966	6.0	0.9994630414401307		4.610887292245332e-05	6.0	0.00010082033688547443	-1.2573360732166643
appA	0.3250502757620996	17.0	0.6857682304321485	0.3835453360343099	2.465035408864556e-23	17.0	1.3163421612122152e-22	-3.5689168679983645
appB	0.31918856347189184	10.0	0.678167100288946	0.29055730671012836	0.7598498416203145	15.0	0.9254700860691324	
appC	0.010910282079288482	18.0	0.061217074863750054	0.5269966539171366	3.4386979915327643e-10	17.0	1.0195482925641547e-09	-1.7353267341341634
appY	0.6372131699794855	2.0	0.9994630414401307					
apt	0.2267451925454259	4.0	0.5357061056324439		0.9737625115593241	5.0	0.9995334312006408	
aqpZ	0.0004215011519726643	8.0	0.00494029728573366	0.34862274340068405	0.6926667459713893	5.0	0.8613348925647355	
araA	2.2327700585877083e-22	21.0	8.714501538667825e-19	0.5965650735967347	3.89279949830691e-07	14.0	9.794865362111054e-07	-1.1829639670706045
araB	0.32488734489302484	20.0	0.6857682304321485	0.4167188869994878	0.0007293258356141296	12.0	0.0014344611608390775	-0.9271604168590315
araC	0.002230306553851638	10.0	0.018287576637989376	0.4471576130322494	0.1571941370852383	8.0	0.2306249285966218	-1.1379915753926262
araD	0.8493580054182174	6.0	0.9994630414401307		0.0006952692738528	5.0	0.0013715515516470576	-6.705122195715783
araE	0.0013348222935306393	14.0	0.01231633903463377	0.4826408712747511	2.9143308552090643e-06	7.0	6.831053975071158e-06	-2.2547149836168874
araF	0.9668889201170336	8.0	0.9994630414401307		0.0007760098795251179	14.0	0.0015225122228905152	-2.289711950429272
araG	0.34806319809274894	14.0	0.7187781281248673	0.40559411959374186	0.0015695624609353455	16.0	0.0030017166027248034	-0.5904100416451847
araH	0.10660005803704914	8.0	0.3091084892411611	0.506074833472783	2.2845245860471376e-19	14.0	1.0665588931099035e-18	-3.6160749654824054
araJ	0.022980084893480152	15.0	0.10589288233678044	0.3748100807543745	1.1192481749530435e-16	9.0	4.630209602717644e-16	-2.099302543687675
arcA					1.4691561229820374e-06	5.0	3.509896137467008e-06	-1.4328972346980504
arcB	0.028389728645267676	21.0	0.12394307707212499	0.46077989013194093	1.5779944209507586e-08	14.0	4.32072490312706e-08	-1.3992908678336555
arcZ	0.8856318358511274	2.0	0.9994630414401307		0.8447943114731717	2.0	0.9927145221777319	
arfB	0.5250979382562969	6.0	0.9211043833772257		0.5355884755398996	2.0	0.692448100657345	
argA	0.005280160173035417	17.0	0.03584080896583866	0.3926466722857336	9.987193322982268e-45	12.0	1.1534627637269927e-43	-3.2369333200906523
argB	0.055521336398687816	8.0	0.19880713391199867	0.442798174931715	0.4061598884866958	6.0	0.54424055209364	
argC	0.3469529590264484	9.0	0.717466860299223	0.5607645054470382	0.9556953807414326	5.0	0.9995334312006408	
argD	0.41027868585153393	15.0	0.796210613504023	0.3050056119236785	6.078482173852991e-20	15.0	2.9131254133556013e-19	-1.5115615859964464
argE	0.10538091395247216	11.0	0.30659597409176037	0.4217988152339367	5.445899012510364e-20	14.0	2.6226129426307484e-19	-3.4978098063645566
argF	0.2687080951122573	13.0	0.6027400547259427	0.3624053271629489	8.492354337480506e-175	11.0	1.6870061891405025e-172	-2.7626053474501644
argG	0.9688519088708014	15.0	0.9994630414401307		3.2938012425278664e-19	11.0	1.519892257440559e-18	-1.4933017236020336
argH	0.04446457130761997	17.0	0.17123920829500502	0.37130982259922174	1.049064043751256e-07	14.0	2.7294901413384025e-07	-2.2323726060578806
argI	0.8754832769309911	16.0	0.9994630414401307		0.982234004063038	8.0	0.9995334312006408	
argK	0.04973882386782539	16.0	0.1834883077090005	0.3691841366973223	0.9229665197771836	9.0	0.9995334312006408	
argO	0.7486911631940162	4.0	0.9994630414401307		2.6678483797445336e-56	8.0	4.326270046010217e-55	-5.057680543995667
argP	8.111349169097876e-08	11.0	7.665033316464175e-06	0.489445711415999	0.4679840725736826	7.0	0.6144417449885132	
argQ	0.9871422877425843	2.0	0.9994630414401307		1.3630923864027238e-11	2.0	4.3603591394348e-11	-7.69519257583454
argR					5.951214124818597e-05	7.0	0.000128991673310989	-2.7138621402200216
argS	0.12143306312690051	7.0	0.3391909922947467	0.34946443158767476	1.0661315570420694e-64	31.0	2.2772799334022268e-63	-5.652316593710053
argT	0.014829514562456162	7.0	0.07686533245320903	0.41684457925856855	0.07672883924157838	9.0	0.11870859747149178	-1.4271661237907534
argU					7.692394967532167e-113	2.0	7.276639334763167e-111	-4.213279445737851
argV	0.9871422877425843	2.0	0.9994630414401307		4.606539377804045e-36	3.0	4.031229283703848e-35	-6.4239598638682365
argX								-5.533987474535713
argY	0.9871422877425843	2.0	0.9994630414401307		1.3630923864027238e-11	2.0	4.3603591394348e-11	-7.69519257583454
argZ	0.8277290480255326	3.0	0.9994630414401307		9.687126269525172e-16	3.0	3.806820244196192e-15	-6.897061553808067
ariR					0.30165868024502723	2.0	0.41934567411248885	
arnA	0.04609750291028175	24.0	0.1752686008457738	0.530132052063274	0.0016684453356212894	14.0	0.0031746807080571754	-2.66734002901526
arnB	0.05939049683283075	11.0	0.20826694441917198	0.3982599968895655	0.19638838038898757	12.0	0.2834184654142563	-0.9407586320902241
arnC	0.34920616164063883	10.0	0.7193622830448927	0.4054934231243486	0.15061219024534772	6.0	0.22211664136776782	-1.4224486892986674
arnD	0.4534439418527898	11.0	0.8504525252529739		3.743934710600729e-07	7.0	9.432246420555926e-07	-1.58580583155641
arnE	0.0012652488733472652	4.0	0.011785838550535504	0.469366073604385	0.9678054853294558	5.0	0.9995334312006408	
arnF	0.7336251090655362	3.0	0.9994630414401307		0.11154295594428931	3.0	0.16760974431416847	-1.0133951548133575
arnT	0.09332635588813552	23.0	0.28236157341795237	0.3995136092377794	2.314389892931399e-05	11.0	5.148416038419064e-05	-1.1425604876615345
aroA	0.6089978662724738	8.0	0.9994630414401307		3.8792571079699675e-09	16.0	1.0946227620713551e-08	-2.100377221642746
aroB					9.140430549365952e-14	19.0	3.2686706185986436e-13	-1.5247235619973765
aroC	0.032115935572955306	9.0	0.13420609908056164	0.40364560593928195	0.00014938186168088653	16.0	0.00031252982435922176	-0.8362572431603879
aroD	0.8961269168580815	2.0	0.9994630414401307		0.00031335490617037296	3.0	0.0006368076942275661	-0.5016495660691549
aroE	0.9772312391893639	9.0	0.9994630414401307		1.220937228760184e-06	10.0	2.938088194951067e-06	-2.6761716970555054
aroF	0.6572668103503267	5.0	0.9994630414401307		0.9921597899493784	5.0	0.9995334312006408	
aroG	3.137544203026562e-05	14.0	0.0006131516954339611	0.4650363422453873	0.009193853800682559	9.0	0.016006652563589747	-2.2149361952316693
aroH	0.9723818162069866	6.0	0.9994630414401307		0.9068040451552065	15.0	0.9995334312006408	
aroK					0.2768048712851886	3.0	0.3886027397936588	
aroL	0.9665674525830319	3.0	0.9994630414401307		0.5459167694314142	3.0	0.703968622184683	
aroM	0.8751327591676732	5.0	0.9994630414401307		0.9468753611706822	3.0	0.9995334312006408	
aroP	0.000709693483708172	21.0	0.00748630720787296	0.40030798296722775	0.0015885564147315372	17.0	0.0030313807088032645	-0.7524097139011002
arpA	0.7438454933545875	10.0	0.9994630414401307		0.009360434903485156	9.0	0.01625393700679481	-0.8603342868301864
arrS	0.9740638656193629	2.0	0.9994630414401307					
arsB	0.01736331307618168	20.0	0.08677210107085416	0.3663390213036325	0.02226920710083584	13.0	0.03711223146460603	-0.8244195702544683
arsC	0.9159280957481551	2.0	0.9994630414401307		0.07031744793710001	5.0	0.10942860190133112	-1.8484303999449225
arsR					4.0496313714079714e-07	6.0	1.0170155144503078e-06	-2.020237367991466
artI	0.000503900594903866	5.0	0.005665272959350114	0.6976138521201332	0.9644903665770358	3.0	0.9995334312006408	
artJ	0.9113674969721318	11.0	0.9994630414401307		0.9766846035822849	4.0	0.9995334312006408	
artM	0.7153328583405363	11.0	0.9994630414401307		0.09387690784663714	2.0	0.14345113649026514	-0.46567429535941157
artP	0.16383574496351372	10.0	0.42516683018124607	0.3293939130833657	9.796514257601771e-15	4.0	3.6443399948924936e-14	-1.2387815439676158
artQ	0.024552804997179843	11.0	0.11091388646295477	0.5431814640827948	0.0008560712127916994	6.0	0.001676279412726181	-1.205951846352695
ascB	0.01151001418218861	23.0	0.06403984721676062	0.372514525425658	0.07577693621032525	14.0	0.1173730087967338	-1.4333628687932845
ascF	0.019665355234237934	14.0	0.09417654169230756	0.4893314350013405	4.888955067271352e-45	17.0	5.696134452278323e-44	-3.4459168388067933
ascG	0.27701655806854353	10.0	0.6164171186667762	0.44923843495133353	0.025652711876510064	9.0	0.0424659267855727	-0.8544096724026177
asd	0.8355592351827323	8.0	0.9994630414401307		1.3955976558719126e-14	16.0	5.133990265536212e-14	-2.4640082598077
aslA	0.5967981891599712	16.0	0.9918348210475579		0.011063056827806164	14.0	0.019035740483704586	-1.7223807944692386
aslB	0.01100342339388554	8.0	0.06161601363893151	0.4442964065926009	4.0731103453198115e-18	15.0	1.792078339087e-17	-1.8010264328885786
asmA	0.3238777984300528	14.0	0.6853348990277267	0.3673782109278717	1.565529301500592e-05	29.0	3.523993152896234e-05	-1.0546380647671632
asnA	5.054723876003466e-05	7.0	0.0008846900129166604	0.474087620623863	1.8041214800540162e-20	15.0	8.827308670264293e-20	-2.225073684673109
asnB	0.04861116178203694	21.0	0.1805930620801833	0.30064940297194725	8.184228691474319e-10	13.0	2.392637276764346e-09	-1.1570853884420653
asnC	0.6686834627722573	4.0	0.9994630414401307		0.4556092993054145	4.0	0.6021742335796446	
asnS	0.9301626553825774	5.0	0.9994630414401307		1.947026304787732e-90	25.0	9.791817099900835e-89	-5.2059324798514
asnT					2.739129933625832e-05	5.0	6.069471961124055e-05	-6.027377838139319
asnU					2.191309949232665e-05	4.0	4.882823571677722e-05	-6.817202946779941
asnV					2.191309949232665e-05	4.0	4.882823571677722e-05	-6.817202946779941
asnW					2.191309949232665e-05	4.0	4.882823571677722e-05	-6.817202946779941
aspA	0.0054058591527355385	12.0	0.03631509169212876	0.42883376241386095	0.005875787543562477	10.0	0.010468387403844717	-1.0372613037279446
aspC	0.9477225392327927	8.0	0.9994630414401307		0.007878978213511294	13.0	0.01385709625598954	-0.4151489329830864
aspS	0.7100850438844355	5.0	0.9994630414401307		7.88154747983866e-65	34.0	1.7205158317252195e-63	-5.239947824870973
aspT	0.7270243877323135	2.0	0.9994630414401307		4.6563355099624955e-68	2.0	1.1708620874101895e-66	-7.169040027274169
aspU	0.7270243877323135	2.0	0.9994630414401307		9.312671019924991e-68	4.0	2.283903824824814e-66	-7.169040027274169
aspV	0.7270243877323135	2.0	0.9994630414401307		6.984503264943743e-68	3.0	1.7235671721504033e-66	-6.640851618530314
astA	0.5336955025832605	10.0	0.9286730033805017		0.9039608620726287	10.0	0.9995334312006408	
astB	0.07126128429912597	17.0	0.23432745163613558	0.4107944393235292	0.003515798360446494	16.0	0.006425145761754333	-0.8089038903600757
astC	0.012354544986975524	12.0	0.06682018608352405	0.7166753820891365	0.7874006812484153	10.0	0.9476955185095287	
astD	6.293921852661313e-05	28.0	0.0010542994416711205	0.529360782694747	8.312197501335117e-31	17.0	5.845019588106977e-30	-3.4221675892557366
astE	0.0007545551352397354	16.0	0.0077910811979912354	0.5900383863628578	9.791821749967856e-07	9.0	2.3822968654392095e-06	-1.0863243962819324
atl	0.07848380707391192	3.0	0.2500590195995741	0.6531079906157999	1.4766280419122978e-35	4.0	1.2809264651785063e-34	-3.25878509019061
atoA	0.916001132188366	6.0	0.9994630414401307		0.024123042914165487	5.0	0.040033771720125094	-0.563861558463194
atoB	0.042902633054094766	19.0	0.16678184941248195	0.7143835131944953	1.0894739961788816e-25	12.0	6.422077428514387e-25	-1.4875305780689951
atoC	0.012829965811628506	17.0	0.06859637885313159	0.4974160193079393	0.3075165669043507	5.0	0.4267423403112069	
atoD	0.05264559655524716	5.0	0.19149651757234826	0.3841927519335387	0.05925325672732633	8.0	0.09349213223894659	-0.9485656240217745
atoE	0.5219236269003193	21.0	0.9184255706906882	0.599095896807383	0.3123080551329849	11.0	0.43293785870319224	-0.6224428737084702
atoS	0.8326160290710898	17.0	0.9994630414401307		0.974571047492942	11.0	0.9995334312006408	
atpA					6.144448738526286e-38	34.0	5.611929847854008e-37	-1.7607703620818804
atpB	0.26893645847639813	5.0	0.6029057997894209		3.467625794338699e-30	16.0	2.4043415848006375e-29	-1.8042466236819807
atpC					4.5338767600817904e-33	4.0	3.545884324371053e-32	-2.713268355438324
atpD	0.9238654948183209	2.0	0.9994630414401307		3.030414958209702e-61	31.0	5.706084658278269e-60	-2.373591502488979
atpE					7.112597086126167e-17	3.0	2.999824652142172e-16	-1.7700522373058951
atpF					0.000165670960431734	8.0	0.00034461294544255454	-2.003710904134524
atpG					4.8361844032729973e-26	23.0	2.880683753253916e-25	-2.1873824402712616
atpH					2.7496022067970623e-17	8.0	1.1721211982408508e-16	-2.1145353104618616
atpI	0.985854050785171	2.0	0.9994630414401307		6.034274670452797e-11	6.0	1.862795125540712e-10	-1.8607681526328372
avtA	9.575401511918212e-07	13.0	4.396799070707856e-05	0.4556558159320847	0.3482000455736598	11.0	0.4760491331948212	-0.7742946221159959
azoR	0.9941162944443248	5.0	0.9994630414401307		0.0027381158520337874	5.0	0.0050550809851906305	-4.59463054710824
bacA	0.8601432025161363	12.0	0.9994630414401307		0.001235088155684917	6.0	0.0023860292200658132	-1.4007610452777686
baeR	0.4686628497818398	6.0	0.8687813221842133		0.9485780493670865	4.0	0.9995334312006408	
baeS	0.00478597834544123	12.0	0.03298096879642613	0.4480951191777951	6.072575248291518e-06	10.0	1.3986284905195479e-05	-1.7377569424869463
bamA	0.8498226441661185	10.0	0.9994630414401307		9.661086131269167e-91	36.0	4.9209609230169746e-89	-4.244206315918693
bamB	0.7687790360079245	5.0	0.9994630414401307		1.9274872147048847e-60	19.0	3.561817071638375e-59	-4.165433698074081
bamC	0.4976709376904289	15.0	0.897755808689508	0.29240510530286307	1.5279186706862517e-11	5.0	4.868019950791081e-11	-2.5229110498836698
bamD	0.3245404632388348	3.0	0.6857682304321485		5.9752085345675856e-21	7.0	2.9674379384796274e-20	-3.2050486330283756
bamE					0.03992742398709065	3.0	0.06443202904171857	-0.7753034378746148
barA	0.028804338575866558	27.0	0.12496697493562585	0.5350515534027293	8.115975829571624e-05	21.0	0.0001742019015174936	-2.2960585608420545
basR	0.9043143066328341	8.0	0.9994630414401307		0.15512118571117464	5.0	0.22796285061344032	-6.991190382054573
basS	0.22727043036866634	15.0	0.5366221958432575	0.442070326316108	2.344745829014344e-07	6.0	5.983092600304424e-07	-5.034822763097378
bax	7.110514427192582e-05	7.0	0.0011611856823988554	0.5821942453972838	0.1600283772850053	4.0	0.23452332827492658	-0.92436594093251
bcp	0.003571957134408892	7.0	0.026605627281675395	0.36211125529657384	1.922051133836288e-08	5.0	5.2447178260519035e-08	-5.205949091863273
bcr	0.9627598148666348	9.0	0.9994630414401307		0.915954573735898	13.0	0.9995334312006408	
bcsA	0.1315592916687465	26.0	0.3585725666083223	0.33512741652920774	0.09701261651967667	27.0	0.1479014295597373	-1.0952214188934513
bcsB	4.0205145581420154e-07	32.0	2.530978761359401e-05	0.5481508185807848	0.01721638248477348	19.0	0.02902023233432543	-0.5173445810564041
bcsC	0.1471249860875934	43.0	0.39036629551317265	0.4041642572326399	1.7685083825337518e-50	42.0	2.4062615766460947e-49	-1.9675888049941226
bcsE	0.9770172848113163	15.0	0.9994630414401307		3.7828139393212477e-06	12.0	8.830270141553065e-06	-1.010984255071706
bcsF	0.003752453714645776	2.0	0.02748294064894359	0.3816282066615069				
