gene	gene_lfc_negative	fdr_gene_negative
rtn	-4.08635355800669	3.007513955396066e-13
yiaU	-1.0345393060553532	3.0193912359204567e-13
yegW	-3.00540491002508	3.258404411605864e-13
aroB	-1.5247235619973765	3.2686706185986436e-13
adiA	-3.933691080257726	3.9603046943126795e-13
glpX	-0.9722924480472532	4.0270310045959093e-13
yjbD	-2.9160709033252905	4.200738533628153e-13
sbp	-1.665056791976846	4.200738533628153e-13
potG	-1.580122429277809	4.213365681175488e-13
paoD	-7.111079199164354	4.3662475229448025e-13
yeeS	-2.6927243705239317	4.5315472974656617e-13
selD	-0.9550971706979285	4.6586994359003e-13
moeA	-3.446663049089114	4.907240128348765e-13
nupC	-1.4130979079875725	5.686793723675213e-13
fdnI	-1.1194048009778794	5.909971034141161e-13
yfjR	-2.1667603434308833	6.28791095045552e-13
ypdF	-1.9176021442025304	6.28791095045552e-13
dtpA	-2.3223598823236182	6.702831138900305e-13
macA	-2.917341795740717	6.806821633336301e-13
yfiH	-1.6872581966252316	6.898052048200568e-13
malX	-2.019849427442303	6.935387567586392e-13
ysaA	-1.2016780667436493	7.167055211553005e-13
lsrA	-1.7670830596070788	7.242553005622383e-13
yddW	-1.9504674522181482	7.496212543079817e-13
sucC	-2.2646935890837923	7.496212543079817e-13
fadE	-1.1170517035135747	7.723427938337185e-13
uacT	-4.910901854028028	7.741028726193325e-13
zapA	-3.0217697122007547	7.917939711389711e-13
feoB	-1.6285025664560593	8.407407053080755e-13
seqA	-1.487288920865295	8.438769813583822e-13
pheP	-3.434004231268818	8.486176139102875e-13
ttdT	-2.2106216115299877	8.878214284141266e-13
mltA	-0.7391299690657831	9.147800701011178e-13
yraJ	-3.54958591890082	9.372161817129458e-13
aceK	-4.156016710431564	9.477905144180501e-13
corA	-1.5383239488351603	9.904745673856596e-13
pflC	-1.3289827584458611	9.904745673856596e-13
tusB	-1.6920313741651054	9.945355886803284e-13
rodZ	-1.4430519466186427	1.0019794652809225e-12
rsxC	-1.6345102240089595	1.015827038911676e-12
yedP	-0.818065224246105	1.0299597235749288e-12
ydeK	-2.482888119400381	1.167658452170494e-12
alaC	-3.944043154827286	1.1784970963059439e-12
ybcL	-5.082908224936292	1.1990776953522006e-12
yicL	-2.855982647567104	1.2362825971430752e-12
ytfH	-1.837308065588981	1.2846760282401501e-12
yfhG	-4.1529819761518185	1.3101541270978122e-12
ompR	-1.1775820698750545	1.4224438697276045e-12
yebC	-1.8949727299794379	1.6609809262456815e-12
betT	-3.090344156963201	1.6837970526533237e-12
cbpA	-1.973002070076925	1.771185357550661e-12
potI	-1.1837417346715389	1.8080114974636208e-12
recB	-1.0468012342591657	1.869705190340238e-12
yhjX	-2.9672292247179075	2.085673507618902e-12
ynjE	-2.117653314294572	2.2741475319804247e-12
mepM	-2.124001717871044	2.2791051601796328e-12
tig	-1.5113321344347006	2.2869502734609176e-12
yfdQ	-5.339661427358328	2.2869502734609176e-12
intZ	-3.4653953651264175	2.374612604665019e-12
ybeX	-2.6869591706277287	2.4906548062326464e-12
hpt	-0.8306941847123845	2.4946986671016343e-12
rplX	-6.586271143540339	2.6074541091199826e-12
ygjJ	-1.8479590064524465	2.710948132429431e-12
lsrR	-3.100689646928879	2.7861110800969653e-12
uxaA	-1.5190650384785345	2.8301363636624935e-12
flk	-2.0571688040448786	2.8449395907775464e-12
mqsA	-4.065139017659723	3.0492387146559482e-12
adhE	-1.750951265365718	3.5793454044582412e-12
cysQ	-5.212921123724972	3.72637599555605e-12
bioC	-3.6096855915346353	3.729617610514397e-12
nagB	-1.1374081737402457	3.825515355706155e-12
ybiH	-1.6853993309104798	3.871789392649014e-12
yojO	-3.135325182247085	3.971344911255792e-12
exuR	-3.619396005520734	4.341368566596209e-12
ycdZ	-3.805196694188918	4.440913329710492e-12
fimG	-2.326014461632376	4.525543643888619e-12
paaZ	-1.1458843082451677	4.639056387378784e-12
rhaR	-4.4392688274173615	4.833106763188996e-12
hcaR	-2.018440175001035	5.012039571956327e-12
ybaL	-1.8219052434891143	5.414314308935784e-12
fdx	-2.5052950928944626	5.834140494922562e-12
ycjQ	-1.06610779946494	5.991414509900952e-12
ybhN	-5.080527496254771	6.11396905348306e-12
fecD	-1.4293730618581242	6.11784284647349e-12
ycgR	-3.6849735529695535	6.152271810777289e-12
dnaJ	-1.2102993725656421	6.178735305325961e-12
ybgF	-1.481435424552783	6.1915254789348434e-12
gmd	-1.049015666887264	7.09109740606596e-12
tgt	-1.59586263107111	7.09109740606596e-12
pgm	-2.171107601874612	7.1775221215236764e-12
lysC	-3.8627071772557207	7.500062593324155e-12
ydeJ	-2.97470198669379	7.74382249621616e-12
lysQ	-6.683258731056433	8.403756071896613e-12
lysV	-6.683258731056433	8.403756071896613e-12
yecE	-6.713327302138943	8.412210103249645e-12
csrD	-2.341264784057432	9.215520883637635e-12
rimP	-5.0849934935191925	9.217166190561532e-12
djlC	-5.200872452549254	9.912890733552393e-12
ettA	-1.445657983855671	1.0239923656004252e-11
pdxK	-1.3437785708632712	1.0568839735121196e-11
yoaD	-3.118461167663808	1.0693497695189817e-11
typA	-1.2367883124369692	1.0894894128834342e-11
ychO	-1.865779639994963	1.1758561599478846e-11
wcaI	-2.1413597608402757	1.2522767127503376e-11
ygiQ	-1.3896157047229314	1.2993104927948957e-11
yfeA	-1.7467498504562355	1.4680175982306726e-11
paaG	-1.6507765615716676	1.4680385144232237e-11
rnr	-1.1980880610081577	1.587307914939829e-11
lon	-1.3330635324380755	1.6223851109953623e-11
glpC	-4.107507154213436	1.6223851109953623e-11
ndk	-2.0602224783047114	1.6392328592136667e-11
cdaR	-1.186540606492032	1.8789753284237256e-11
ydhY	-1.9635432074584547	1.9292242124139997e-11
ldtB	-4.334798464024226	1.998463018364001e-11
oppC	-2.2755942457876692	2.0269476848344348e-11
epd	-1.2001383296473989	2.1426640102935224e-11
cysB	-4.678214438597347	2.14777008339305e-11
cysN	-1.9806319937094017	2.2288399130052142e-11
ymfL	-2.1997738789313557	2.2288399130052142e-11
feaR	-2.4093299521013556	2.37499595684922e-11
ampD	-4.067384677596743	2.5330349914503455e-11
fucI	-1.343641376604758	2.865680609488932e-11
xylA	-1.037943604958955	2.871199026971752e-11
fdnG	-2.1999069292115365	2.871199026971752e-11
uraA	-1.118061407652299	3.073498078189533e-11
gabD	-1.6243801417704238	3.0852574963092425e-11
rpsD	-4.451152250572446	3.247704428413905e-11
rstB	-1.9895986636301684	3.482603666624309e-11
pepN	-1.9505387693584753	3.670518752049312e-11
yfiC	-1.2092859734911459	3.772986387002021e-11
sapB	-1.4772050279725464	3.970292381636549e-11
rplP	-1.4612474539822726	4.171414907784391e-11
xdhA	-1.8790316416504667	4.310640629930971e-11
argQ	-7.69519257583454	4.3603591394348e-11
argY	-7.69519257583454	4.3603591394348e-11
ybiC	-3.60081972697206	4.3614751559012724e-11
flu	-1.2937816260076593	4.481702015447675e-11
ybaT	-2.7816323334822384	4.577037652899857e-11
mhpE	-2.419157663903186	4.8035416390156014e-11
bamC	-2.5229110498836698	4.868019950791081e-11
paaJ	-3.6288254783304206	5.072370956463752e-11
mntP	-3.5827886949025047	5.214250127984386e-11
zitB	-0.7727930776367058	5.223848303344822e-11
dppF	-1.3158180352321187	5.66073911683494e-11
manY	-0.7149594236675617	5.964859304116254e-11
secB	-1.5605525274169048	6.218574068743685e-11
ydhU	-2.849846795881478	6.750917521798986e-11
ispF	-1.9713745029776681	6.7655861535068e-11
nadE	-1.610694460624496	6.84529983466861e-11
yjbE	-2.3067843615201635	7.25810055777521e-11
ybiU	-2.065612774073531	7.333233810141975e-11
mrdB	-2.6424509705969843	7.577721755051717e-11
yjiG	-1.6281188808562042	7.577721755051717e-11
pdxY	-1.5220031040304833	7.584189482582934e-11
rluB	-1.2532577689006978	7.632421359968495e-11
yqiH	-1.6115365117517009	8.111380692615983e-11
yfcF	-3.1008068410983283	8.28277590983351e-11
yjdC	-1.7366752734855204	8.547560383081886e-11
insG	-2.521298785976123	8.724854434734717e-11
sthA	-2.115097406612679	8.884527398204834e-11
lysW	-3.252784005294616	9.433517459719913e-11
rplY	-7.9002557404366955	9.519810200121021e-11
hyfR	-3.27568003208275	9.789423731995242e-11
phnN	-2.2338188902617286	1.049297961881178e-10
dedD	-1.4454195636134883	1.1678102127120665e-10
gor	-1.1009701256139885	1.2009532109635135e-10
rplD	-5.796542008394154	1.2093647304796055e-10
pstB	-2.8838459319370897	1.2512555887278716e-10
ygfB	-1.986785069265835	1.3222607027888044e-10
yhgN	-1.7660323747449078	1.3335312690362106e-10
yfaL	-3.0264264802556022	1.3484979299491546e-10
soxR	-3.1713779103484767	1.396828104277391e-10
bluF	-5.117330536722858	1.6680944791845993e-10
ggt	-3.441630021399085	1.6994157187879652e-10
glnW	-6.4207918052111115	1.6994157187879652e-10
ytfL	-1.190467203404379	1.725736001124044e-10
ispD	-3.073180620235923	1.7333667572011076e-10
ung	-2.8422162667246185	1.8204089938456705e-10
yoaE	-4.340887352310304	1.8353946188422352e-10
atpI	-1.8607681526328372	1.862795125540712e-10
crfC	-2.134459220055009	1.8876476590861973e-10
yjtD	-1.022148022852955	2.1173728119751839e-10
tam	-4.753963267272983	2.2371589286577142e-10
glnU	-6.203501922353428	2.2500913518887271e-10
rarD	-0.9947370461768238	2.2699069580026274e-10
mak	-4.368186723833309	2.4203284067537573e-10
aer	-6.52462445143002	2.4314149041941595e-10
lacZ	-2.6536516145449225	2.4336508957658626e-10
ugpB	-1.3575726876062644	2.484503343256448e-10
xapA	-1.3693682742579198	2.523723098734706e-10
dgoA	-2.660019856507132	2.602240420340001e-10
proY	-0.9221991653007395	2.691051645766905e-10
fabF	-1.725176482204737	2.734099041298154e-10
lpxH	-3.6293159150018925	2.7953743251514964e-10
dcuR	-1.258781571575003	2.9543260222120016e-10
rna	-4.9500435553747515	3.1753225078466206e-10
bcsG	-5.827817502098977	3.262814032291588e-10
ydiS	-1.7750806662108303	3.2653678053962856e-10
rdgC	-3.8332681628887157	3.6151358973918886e-10
hyaB	-5.354976501410913	3.758029671064871e-10
uxaC	-1.5487248426535682	3.965199992535707e-10
dacD	-2.094561933512746	4.038935666495314e-10
hslO	-0.673205928757499	4.1228437501220856e-10
frlB	-2.120019459098842	4.1634811534777996e-10
zapC	-3.08228826060955	4.494167173703631e-10
rsmC	-1.145660702492242	4.528271091783889e-10
acs	-1.2025523744804434	4.677236336434908e-10
uidA	-1.1932912398835873	4.744300087011027e-10
ppa	-4.8233973536527	4.93491580865621e-10
betB	-4.345666504212133	5.097829804098931e-10
yhhX	-2.846980759465575	5.197252867335492e-10
ydjH	-1.3413071246608528	5.277147592282596e-10
rhaB	-2.013783485806425	5.277302552864737e-10
fmt	-3.52307288243381	5.49882724045373e-10
trkH	-2.9982664688330924	5.867887719821492e-10
tar	-0.8218791097632833	6.542656017595681e-10
ivy	-2.770153007063206	6.698695131651029e-10
ycfK	-2.006068852914622	6.856406537773508e-10
yadH	-1.1556762350556367	6.909030536364804e-10
pstC	-1.8744005627724463	6.916332309207668e-10
znuA	-3.3464332499868137	7.158523734979286e-10
rnb	-1.0909051586935379	7.968552309204932e-10
miaB	-4.9269683905221076	8.394838942338037e-10
mdtH	-1.2037659192881056	8.477328167437079e-10
alsK	-1.620632638344345	8.548776308210314e-10
fur	-1.4176183248918535	8.726462081684767e-10
yagE	-2.574220602798188	9.330393446704525e-10
yahL	-6.237127074199283	9.741775415947484e-10
epmB	-0.9770659072122435	1.0016229864010953e-09
norV	-2.3404886396766833	1.010548161397361e-09
mlaD	-1.1193773194783354	1.0119586918433789e-09
yfcJ	-1.3145447441876688	1.019362808946478e-09
appC	-1.7353267341341634	1.0195482925641547e-09
recE	-1.8044771892404687	1.1993377095054956e-09
yegX	-2.8274551948071807	1.2017838233807097e-09
yfgF	-1.1308131474847078	1.21950127553413e-09
zntA	-2.230114472199025	1.3167614496283645e-09
hypB	-2.1207635913586373	1.3443747857305786e-09
yhcG	-4.027300606905514	1.4277182660043674e-09
rpmC	-4.1795800131862695	1.431116182975857e-09
tusC	-2.6984241494494285	1.5218802740049086e-09
cbl	-0.9639203143816893	1.5223145202067434e-09
maeB	-4.870459005143088	1.74846891590318e-09
sgbU	-1.9844786445337694	1.8212552690780282e-09
nupG	-2.256019112152202	1.8525640163627055e-09
pspF	-1.1089680447296304	1.969119011534124e-09
yajC	-1.936879792545005	2.1304015089702163e-09
menD	-2.8845466446424526	2.178117319312267e-09
bioF	-3.131661127463123	2.2032860945600762e-09
yaaJ	-1.5881692075563183	2.2237115907717407e-09
dsdX	-1.3204573555749564	2.368925869746799e-09
asnB	-1.1570853884420653	2.392637276764346e-09
amiB	-2.5430875833366047	2.479505125547087e-09
alr	-2.9404845120399665	2.546337098253019e-09
moaB	-1.5753854160669227	2.8464244688173973e-09
ptsN	-1.0753838549191996	2.9545406366517697e-09
yebT	-2.6579410328738784	3.1306832282068647e-09
nikA	-2.2670880170751224	3.2602522829421276e-09
ravA	-4.4424496563540545	3.3364127722226767e-09
lamB	-3.3993559506760507	3.662071326785689e-09
lysP	-2.1346766791876983	3.750140804045516e-09
rbfA	-4.033399685396958	3.8778833317112435e-09
uup	-1.836083702880546	3.974336903677249e-09
yhhY	-1.016690577478422	4.016147050061515e-09
sapF	-1.271253689277753	4.217854270777932e-09
nrfE	-1.64464987390924	4.263783104209986e-09
eptC	-2.0345881397335495	4.31192942761541e-09
dapF	-1.0869357214834159	4.467836149704251e-09
yhdH	-1.2777112015855685	4.547136565946671e-09
patA	-1.9596975820153433	4.738259967711233e-09
rihC	-1.768920715265154	4.751795949094344e-09
trpA	-1.2318147027305266	4.91510448146336e-09
livH	-1.160231532090567	5.0237831535860335e-09
malP	-1.627370650004331	5.12921535385251e-09
pfkA	-1.5484561314025034	5.197274743007062e-09
yiaG	-3.143286030650109	5.282432141520652e-09
hsdR	-3.412123878444107	5.576444245187865e-09
ybgE	-1.029430475118885	5.723124845341398e-09
yphA	-2.5963856449960447	5.796488947316562e-09
dsbD	-1.240042146613398	6.294347067539556e-09
metN	-1.0387432571532071	6.325701970285416e-09
plaP	-2.5898088350998747	6.427246251323541e-09
fhuE	-1.3598187467213543	6.4986221779767185e-09
clcA	-1.6229984140861744	7.0784487773671826e-09
ydbH	-1.2329339047587209	7.337253796265966e-09
yajL	-1.2013807796111724	7.728201937092729e-09
yfcH	-1.6727225028103927	7.737316468920679e-09
ygbM	-2.8479360832869833	7.787090747335457e-09
yafJ	-2.3109565482690164	7.871389867184334e-09
ygaX	-1.955557035321279	7.949353150512322e-09
phnM	-1.9488549935158548	8.099126535050785e-09
glrR	-1.0070210806034885	8.172953727002825e-09
yicH	-1.2959384336520605	8.299001031979794e-09
ynfG	-2.1352383314799583	8.76863797209138e-09
gpsA	-1.0603235755780098	8.981685198919659e-09
emrK	-2.1271444947611746	9.417668859417089e-09
lldD	-1.8316678151947035	9.985840708818782e-09
pgpB	-2.577965505665104	1.0398970873093868e-08
sodC	-1.7158143397662218	1.0414814485734795e-08
opgG	-1.2575076174895554	1.0505563055148187e-08
aroA	-2.100377221642746	1.0946227620713551e-08
fepD	-0.9973038191628427	1.117907965323825e-08
ydeM	-1.5794855065014728	1.1418113230109948e-08
yghS	-0.7659922797986972	1.1466738912757648e-08
sodA	-0.8816990917860384	1.1554867728609209e-08
yqcE	-3.483115906974851	1.2012642539694907e-08
ydiB	-6.338194421308769	1.2675430253543261e-08
tolQ	-1.3031000378026176	1.2836347391021772e-08
wzxC	-0.9758305302343561	1.3039114326489554e-08
hycE	-4.262514577499796	1.368535746296963e-08
gss	-0.7227856262304438	1.3891344767061553e-08
fliM	-3.1341970420223695	1.4042091892565022e-08
yhiI	-2.6312025963446386	1.4300855176593623e-08
speA	-2.488162080476043	1.5021969174981145e-08
yahC	-3.957219280578403	1.5306067889762133e-08
poxB	-5.358429572113102	1.6133433633415558e-08
yhcB	-1.3181068040694401	1.672885057227686e-08
clpX	-1.3269969365271845	1.682309908498469e-08
yfjQ	-3.146246372159723	1.690244401253076e-08
ygaZ	-1.17828872563518	1.8884788167764793e-08
tnaB	-1.7742011509578646	1.912574290790619e-08
citE	-0.8698111725887038	2.085708296455798e-08
dkgA	-4.803502412327164	2.23241006558116e-08
tesB	-1.4533068884239388	2.3177006272209607e-08
yadC	-0.7712374351489814	2.4556792223980525e-08
nth	-2.8662219461353144	2.5223012378396204e-08
gabT	-1.8146729772266874	2.6098590379971303e-08
yeeO	-1.9299914787645083	2.7729416579207197e-08
napH	-2.5322105899067098	3.138129121922981e-08
uspB	-1.4174196484407533	3.3102367638684186e-08
efp	-1.7918948023677743	3.408644760484093e-08
cysK	-1.6385458033490221	3.501290217767974e-08
rsmG	-2.035730268494542	3.570068262871203e-08
phnE_1	-2.0654943523826503	3.602439213685338e-08
ydhC	-1.01517806202202	3.616519783291569e-08
yhiL	-1.0663878686076707	3.6924484531421386e-08
wcaJ	-1.9774192582518002	3.781407308395446e-08
fhuF	-1.1175007965629973	3.820341968044987e-08
chbG	-1.1677567852894757	3.936380667365361e-08
ykfH	-0.8233299482505695	3.936380667365361e-08
glcE	-2.271059151392556	4.0020648597395257e-08
hycB	-1.9667097688445527	4.018257363301096e-08
frmR	-3.356946198585822	4.112517556589071e-08
arcB	-1.3992908678336555	4.32072490312706e-08
rluC	-1.3524290858585986	4.394094837115604e-08
bluR	-4.946097730026134	4.947589048282945e-08
sstT	-0.990383876968526	5.2266344472244344e-08
allR	-1.0487316852236857	5.230412510519222e-08
bcp	-5.205949091863273	5.2447178260519035e-08
malT	-2.8225590263254925	5.308771399667721e-08
paoC	-1.2199344870840871	5.3354995477160545e-08
galE	-1.898285564211268	5.608322566715465e-08
yceA	-1.4340364895825908	5.647548271944396e-08
ynaJ	-0.9954068927782082	5.661082409709618e-08
ompW	-1.860146703551003	5.7541827161426455e-08
rpsM	-4.841050623832843	5.9084921098200157e-08
rpsR	-8.622002376812471	6.130905567333055e-08
yigL	-2.74536055025042	6.3555898954229e-08
smf	-3.7730741448333722	6.509269083977484e-08
ydiR	-1.8535918928254471	6.563358784868861e-08
emrY	-1.7611340104594764	6.883781454891618e-08
bglB	-3.000084601441452	7.272773308410608e-08
yiiX	-4.8699273101594205	7.6063849549578e-08
mnmG	-1.4425022309313082	7.643821025454625e-08
lysR	-1.3112126802938464	7.685107799041264e-08
feoA	-2.720826394468985	7.857344593506114e-08
ycjR	-2.9784307468103215	7.876508250179026e-08
ydgK	-1.5314555294117829	8.256120421319895e-08
menC	-1.0974694382872536	8.332948041699445e-08
pepD	-0.8973569673796377	8.393773602065247e-08
phnG	-1.0182231051302528	8.63253858297506e-08
recC	-1.1155617465676495	8.670214273104537e-08
ydiL	-3.561900213141247	9.040000101729862e-08
yqiK	-1.3847335841267654	9.158491482771418e-08
rnlB	-6.794091314132408	9.391005926034116e-08
rpsI	-4.767392702559339	9.854245442181145e-08
pgl	-1.508762607160072	1.0216664804179528e-07
hyfD	-0.6039924812528258	1.0648324457108363e-07
mrp	-1.6445601385717576	1.072025643810054e-07
tolA	-1.0617559315609193	1.083126002976636e-07
agaC	-1.2150885980670079	1.0840752926808912e-07
ytfG	-1.61030112566353	1.1339388051969732e-07
yheO	-3.112407402241841	1.1608754237975694e-07
tatD	-1.4391969382424674	1.20827875344382e-07
elaB	-2.176561217656914	1.2175906514758045e-07
mdtK	-1.7597616501894857	1.2403161434012765e-07
csdA	-3.5503552372712748	1.2416960793340763e-07
lolA	-1.2930335414857934	1.3263222116557517e-07
fucR	-2.44690927135858	1.3625812289717705e-07
yfcU	-1.671340349646203	1.3713362230521283e-07
fieF	-1.158139372315997	1.3723651408866938e-07
dpiB	-2.9864018690692915	1.470686100968964e-07
yfaY	-1.0668079558326924	1.472552945933907e-07
ybiW	-1.1872080667921965	1.548319765436355e-07
thrB	-3.2065147280025514	1.5581985461907944e-07
frlC	-1.1761813576949767	1.5761747587049052e-07
wcaD	-0.7236598745064492	1.5856496294108758e-07
entA	-1.581333311518287	1.601210470135079e-07
radD	-2.339049771472123	1.6045192283529606e-07
metC	-2.2176178370438047	1.671561130096529e-07
nadA	-2.1953685814707278	1.7174251635822182e-07
pqqL	-1.0791264862998244	1.7299432177454344e-07
gltS	-4.7363054704717955	1.7530649167586498e-07
yidJ	-4.036375035106884	1.7573071762086422e-07
yfjY	-2.150802164113568	1.8083644371288094e-07
yciV	-4.536676540181822	1.8842942958251599e-07
gudD	-2.7067341720461457	1.899619835508368e-07
nirC	-0.8531290071692301	1.961584910488309e-07
ykfF	-2.3661248869217486	1.9758112051948307e-07
rfaH	-2.034908757959724	1.9920084911326296e-07
paoA	-1.5527617091774684	1.9942044294371782e-07
rcnA	-3.724100556563903	2.1849687576759377e-07
nikD	-1.0834568388129067	2.2125244944455298e-07
galP	-2.685629026107205	2.2252952475852236e-07
lpxM	-0.9381897571721225	2.247333540305616e-07
sbcD	-2.2658244509526737	2.3945210209994114e-07
rpiR	-0.9706305625547018	2.562113101504639e-07
ssuE	-3.355161640261661	2.598957379040073e-07
uxuR	-1.7106627371360448	2.6467361420192353e-07
argH	-2.2323726060578806	2.7294901413384025e-07
abgA	-1.6885022695207765	2.73333298206287e-07
fimH	-1.852621582448264	2.878054859787781e-07
dcm	-0.8368107471386752	2.92263550256527e-07
rnc	-5.129816436434775	3.170075414255124e-07
ybgQ	-1.1409151909874389	3.3101742394741697e-07
yaaY	-1.9617284632735308	3.312155663181688e-07
nfo	-0.9982948699757225	3.418347536872951e-07
bglG	-0.8388297016907613	3.455789441781704e-07
mdh	-1.1700188135958507	3.455789441781704e-07
wbbH	-2.655543860466121	3.510226082505556e-07
torZ	-2.938611677691874	3.6597272563754214e-07
glgX	-1.0723388604340462	3.673710337148692e-07
gcl	-1.3288729637348398	3.74011891880139e-07
cmtA	-6.711637950049028	3.8117608662716884e-07
umpH	-4.824245949850562	3.8298331767115325e-07
clpA	-0.8897223055327655	3.8309144435056557e-07
ydcL	-4.210728243387494	3.8629768094896035e-07
ldcC	-3.374097524072902	4.024943067354855e-07
yghJ	-1.386779856607308	4.0870940646364606e-07
yhgF	-1.9974417886989368	4.11845052823558e-07
yfcC	-1.4935213274260266	4.187394423389832e-07
kbaZ	-3.2383111788806707	4.3658566175615235e-07
rnpB	-4.962147589651913	4.435433914131122e-07
yehP	-1.0574642759162363	4.451559442807069e-07
nanS	-2.190667784309211	4.846156951812791e-07
rbsA	-2.160178393525758	5.076179210498115e-07
kdpE	-1.2779909609231868	5.180154982010838e-07
rsxB	-4.04635991024862	5.752661670042628e-07
ygjK	-1.2832670001747644	5.843448903944524e-07
basS	-5.034822763097378	5.983092600304424e-07
hyi	-3.771798293660186	6.05778418520079e-07
trxB	-2.2231761655434736	6.161799886435645e-07
rimK	-5.054627720885265	6.589890777768042e-07
yfeO	-5.457068529348683	6.643337404175628e-07
yfjT	-1.345885296145103	7.222106226563158e-07
dacC	-2.5356598444779612	7.250962794412088e-07
yedE	-0.7216403407304426	7.295726432121312e-07
valW	-0.7723461998181729	7.406524046947547e-07
yibJ	-1.7897001194761832	7.439807783284734e-07
xerC	-1.6044198774342349	7.606539061902134e-07
yceD	-3.541994658593221	7.851920414899922e-07
yigF	-2.8965460069154396	7.933107157238552e-07
plsX	-5.438797111722421	8.072375587000197e-07
ygiB	-0.8720526053218906	8.126395871197985e-07
folD	-2.293665260687949	8.945213918968958e-07
yhhN	-1.4943264843215325	9.084398483980204e-07
nagE	-1.445162963524435	9.244903704108316e-07
fdoG	-2.7163112650678185	9.288733344599897e-07
cyoD	-2.7736094914005407	9.367965372169142e-07
arnD	-1.58580583155641	9.432246420555926e-07
hypA	-2.281035431704526	9.72471522768061e-07
araA	-1.1829639670706045	9.794865362111054e-07
dkgB	-1.2181861464581942	9.823170267096356e-07
yhfW	-0.9796809505534565	1.004594415972069e-06
arsR	-2.020237367991466	1.0170155144503078e-06
ybcI	-3.016387601394355	1.0580829544048306e-06
livM	-1.269394420307252	1.076791896626822e-06
galR	-5.26338144191733	1.0919834973319715e-06
pykF	-1.4912082931935635	1.099249144189928e-06
allB	-0.9148470848360617	1.104428754457917e-06
lsrC	-3.8283280456572286	1.1207701095621464e-06
ymfP	-0.8710979551457092	1.1247969094409492e-06
eptA	-0.9747738601163088	1.1353749340579276e-06
dam	-1.6960702012174012	1.1361507505869634e-06
yeiI	-1.277743640646808	1.1462577393230796e-06
ypdA	-1.6478147665524294	1.1472515625725293e-06
wzzB	-2.1675447000630905	1.1650132319587065e-06
mgtA	-1.8236275642393254	1.1895715361418068e-06
csgG	-1.069347824403234	1.2011659975578335e-06
nanK	-1.6178410312893665	1.2151729119297863e-06
yhdW	-1.0426861219012618	1.2169244395607432e-06
queF	-1.7610289011409748	1.2684464437534094e-06
katE	-2.5252467465848847	1.2917697633442759e-06
coaD	-2.6227726482660425	1.3879758872498088e-06
fryC	-2.277762036614905	1.4112438490933113e-06
nanM	-1.5554235836923451	1.5419078543522225e-06
rarA	-5.519198746132396	1.64321898133052e-06
ycgG	-1.4115158940588783	1.6920529760613842e-06
recN	-2.0645478422766788	1.7115841288908558e-06
ulaF	-1.5068369104953179	1.7168313702401759e-06
putA	-0.9431472400175736	1.7231264525699855e-06
prc	-1.9296310509055645	1.7234081874926876e-06
ecnB	-0.8792132165218294	1.7430577613215789e-06
yneE	-1.0580883261940879	1.7445462913778403e-06
yfbL	-1.1061451989913853	1.801323139694537e-06
malY	-1.1526553057543394	1.8099012759125288e-06
uxuB	-0.9783865095169653	1.8680709435753633e-06
nuoK	-1.6423671214991493	1.8732027893028051e-06
hha	-1.128772643802188	1.879715447126143e-06
sgrR	-1.357471241684573	1.888182509053412e-06
erpA	-2.344178736523749	1.9059066070003293e-06
yjjG	-5.414212924398264	1.906043388338219e-06
yniD	-1.521120563996427	1.9134731189999568e-06
deaD	-1.023585808331455	1.916819840369694e-06
relA	-2.222586737050828	1.952746098692719e-06
mlaE	-1.2695878737184083	1.9885470496705308e-06
eutH	-8.594146555720856	2.0152231841044366e-06
menH	-1.3787951657015123	2.0588604476969155e-06
yhcD	-1.0689591856759286	2.1267341448376225e-06
pck	-4.12848681109525	2.144318588328896e-06
radA	-1.3571484029388274	2.1511444800989623e-06
manZ	-2.3768135607256933	2.1545305426356435e-06
rsmE	-1.775837430446369	2.191835752740344e-06
rlmL	-3.2022221787359757	2.191835752740344e-06
uspA	-4.230368449659184	2.3391580981953595e-06
astE	-1.0863243962819324	2.3822968654392095e-06
sfmC	-0.6689029874156297	2.383620483831372e-06
yeaV	-1.6346405328773785	2.397783239590181e-06
dacB	-1.6455411232952422	2.4826493553253294e-06
mppA	-1.2175276632236771	2.487304857010167e-06
eutG	-2.130445018232018	2.4942053266820735e-06
ytfE	-0.8916106101531897	2.4942053266820735e-06
yhdV	-1.2803149246663248	2.4942053266820735e-06
cyoC	-1.17574359716001	2.5230483776583774e-06
tus	-3.844345594694104	2.5791566368208355e-06
ynfE	-1.1377099720088557	2.5984472053881033e-06
yjbR	-1.7866968941205807	2.647252182877944e-06
ftsP	-1.311512158342002	2.6671712401273246e-06
hybC	-2.0795066924903107	2.6767924723391534e-06
ghrB	-3.9040119499104007	2.7242185766663356e-06
narW	-1.5024077157967346	2.769367622706127e-06
yeaE	-2.6025242263626778	2.789319942598306e-06
yehW	-0.5696437762885558	2.938088194951067e-06
aroE	-2.6761716970555054	2.938088194951067e-06
hypC	-1.189993124333919	3.049971652542886e-06
yfeY	-2.4379328778591427	3.049971652542886e-06
tauD	-3.954723711632865	3.069938460097329e-06
ulaG	-0.889630044062391	3.154025401029389e-06
ybbY	-1.4132383566523639	3.2706990252824377e-06
sdhB	-1.5560958593380134	3.2907570560716463e-06
hyfB	-1.0905884627706037	3.40612163226707e-06
lgoR	-3.178662520834091	3.414244662150314e-06
